AHL20	0.16935
AHL12	0.153238
AHL25_2	0.164169
AHL20_3ARY	0.278047
AHL20_2	0.0512347
AHL12_2	0.209257
AHL25	0.189739
AHL12_3ARY	0.0976456
ANAC55_2	0.212957
ARR11_3ARY	0.127907
ARR11_2	0.0872481
ARR11	0.0123528
ANAC55	0.0224452
ANAC58	0.00913484
ANAC46	0.00671563
AHL25_3ARY	0.0471056
AT1G77200	0.00406897
ATERF1_2	0.0477877
AT5G28300	0.0272709
ATERF1	0.00745766
ARR14_2	0.0866614
AT4G35610	0.0882821
ARR14_3ARY	0.0877548
ARR14	0.0104204
BZIP60_2	0.0041696
DDF1	0.0133557
BZIP60	0.100327
ATHB51	0.0407386
CCA1_2	0.0215244
CCA1	0.015717
DAG2	0.00541052
ATHB12	0.014724
DEAR4_2	0.00436385
DREB2C_2	0.00219312
DOF5.7_2	0.0346951
DEAR4	0.00255049
DEAR3_2	0.00293235
DREB2C	0.0396913
DEAR3	0.00180785
GATA12	0.073363
DOF5.7	0.00247811
HSFB2A_2	0.110186
ETT_2	0.0939566
GLK1_2	0.0109248
HSFB2A	0.0727884
ETT	0.00544142
GLK1	0.115823
KAN1	0.037123
ERF1	0.00259399
MYB111	0.0113
ICU4	0.0493917
KAN4_2	0.0358679
LBD16	0.0263029
KAN4	0.199798
HSFC1_2	0.049654
HSFC1	0.119358
MYB52	0.0159858
MYB59	0.0134784
MYB46_2	0.00199836
MYB55	0.0050726
MYB46	0.00698302
MYB55_2	0.00151639
MYB52_2	0.00902545
PIF5	0.0400024
MYB111_2	0.00458404
ORA47	0.00446671
MYC4	0.0157753
PIF3	0.0281663
MYC3	0.0327855
PIF4	0.0519178
MYC2	0.0436923
ORA47_2	0.00369179
REM1_2	0.00972523
RAP2.6	0.00602089
RAP2.3_3ARY	0.00283058
RAP2.6_3ARY	0.00946486
RAP2.3_2	0.00440605
REM1	0.0133034
RAP2.3	0.00733517
RAP2.6_2	0.00670013
SPL7	0.0545422
RVE1	0.0147535
SPL1	0.223425
RRTF1_3ARY	0.00379259
RRTF1_2	0.00368026
SPL1_2	0.0530263
TOE1	0.0201538
RRTF1	0.00688757
RVE1_2	0.0130597
TGA2	0.147942
TCP16	0.00203558
TCP15	0.00195324
STY1_2	0.185782
TGA2_2	0.0150282
STY1	0.123631
WRKY12	0.00333311
WOX13	0.00908684
TCP23	0.00195503
TOE2_2	0.0340481
TOE2	0.0250107
TOE1_3ARY	0.0212059
WOX13_2	0.18819
TOE1_2	0.0381649
ZAT14	0.250898
ZAT2	0.0787872
TOE2_3ARY	0.0270491
YAB1	0.0267868
WRKY45	0.0032217
ZAT18	0.21043
WRKY38	0.0032929
WRKY18	0.00499023
YAB5	0.0329533
ZAT6	0.0355521
AHL12	0.153238
CCA1	0.015717
DAG2	0.00541052
GLK1	0.115823
ICU4	0.0493917
KAN1	0.037123
PIF3	0.0281663
PIF4	0.0519178
RVE1	0.0147535
SPL1	0.223425
SPL7	0.0545422
TCP15	0.00195324
TGA2	0.147942
TOE1	0.0201538
TOE2	0.0250107
YAB1	0.0267868
ZAT6	0.0355521
AHL12	0.153238
AHL12_2	0.209257
AHL12_3ARY	0.0976456
AHL20	0.16935
AHL20_2	0.0512347
AHL20_3ARY	0.278047
AHL25	0.189739
AHL25_2	0.164169
AHL25_3ARY	0.0471056
ANAC46	0.00671563
ANAC55	0.0224452
ANAC55_2	0.212957
ANAC58	0.00913484
ARR11	0.0123528
